Local authority,Library name,Month,Type,Loans
Barnet,Schools Library Resources Service,2020-01,SLS CD,1
Barnet,Schools Library Resources Service,2020-01,SLS Fiction,508
Barnet,Schools Library Resources Service,2020-01,SLS Non Fiction,1387
Barnet,Schools Library Resources Service,2020-01,SLS Picture,31
Barnet,Schools Library Resources Service,2020-01,SLS Poster,2
Barnet,Schools Library Resources Service,2020-01,SLS Resource Pack,1
Barnet,South Friern,2020-01,Adult audiobook,16
Barnet,South Friern,2020-01,Adult fiction,217
Barnet,South Friern,2020-01,Adult non fiction,172
Barnet,South Friern,2020-01,Children's fiction,1089
Barnet,South Friern,2020-01,Children's non fiction,165
Barnet,South Friern,2020-01,DVD certificate 12,2
Barnet,South Friern,2020-01,DVD certificate PG,2
Barnet,South Friern,2020-01,DVD certificate U,17
Barnet,South Friern,2020-01,Electronic devices,3
Barnet,South Friern,2020-01,Language learning,3
Barnet,South Friern,2020-01,Large print adult fiction,4
Barnet,South Friern,2020-01,Teenage fiction,22
Barnet,South Friern,2020-01,Teenage non fiction,1
Barnet,Barnet Book Club,2020-02,Adult fiction,27
Barnet,Barnet Book Club,2020-02,Adult non fiction,29
Barnet,Barnet Book Club,2020-02,Barnet Book Club,172
Barnet,Barnet Book Club,2020-02,Children's fiction,9
Barnet,Bibliographic Services,2020-02,Adult fiction,14
Barnet,Bibliographic Services,2020-02,Adult non fiction,8
Barnet,Bibliographic Services,2020-02,Children's fiction,3
Barnet,Burnt Oak,2020-02,Adult audiobook,5
Barnet,Burnt Oak,2020-02,Adult fiction,278
Barnet,Burnt Oak,2020-02,Adult non fiction,336
Barnet,Burnt Oak,2020-02,Children's fiction,959
Barnet,Burnt Oak,2020-02,Children's non fiction,85
Barnet,Burnt Oak,2020-02,DVD certificate 12,3
Barnet,Burnt Oak,2020-02,DVD certificate 15,6
Barnet,Burnt Oak,2020-02,DVD certificate 18+,1
Barnet,Burnt Oak,2020-02,Language learning,1
Barnet,Burnt Oak,2020-02,Large print adult fiction,21
Barnet,Burnt Oak,2020-02,Large print adult non fiction,2
Barnet,Burnt Oak,2020-02,Music score,1
Barnet,Burnt Oak,2020-02,Teenage fiction,64
Barnet,Burnt Oak,2020-02,Teenage non fiction,60
Barnet,Childs Hill,2020-02,Adult audiobook,8
Barnet,Childs Hill,2020-02,Adult fiction,264
Barnet,Childs Hill,2020-02,Adult non fiction,165
Barnet,Childs Hill,2020-02,Children's fiction,738
Barnet,Childs Hill,2020-02,Children's non fiction,82
Barnet,Childs Hill,2020-02,Compact disc,18
Barnet,Childs Hill,2020-02,DVD certificate U,2
Barnet,Childs Hill,2020-02,Electronic devices,1
Barnet,Childs Hill,2020-02,Language learning,1
Barnet,Childs Hill,2020-02,Large print adult fiction,3
Barnet,Childs Hill,2020-02,Large print children's fiction,1
Barnet,Childs Hill,2020-02,Playset,9
Barnet,Childs Hill,2020-02,Teenage fiction,32
Barnet,Childs Hill,2020-02,Teenage non fiction,8
Barnet,Chipping Barnet,2020-02,Adult audiobook,98
Barnet,Chipping Barnet,2020-02,Adult fiction,3445
Barnet,Chipping Barnet,2020-02,Adult non fiction,2284
Barnet,Chipping Barnet,2020-02,Adult reference,3
Barnet,Chipping Barnet,2020-02,Barnet Book Club,63
Barnet,Chipping Barnet,2020-02,Children's audiobook,19
Barnet,Chipping Barnet,2020-02,Children's fiction,5902
Barnet,Chipping Barnet,2020-02,Children's non fiction,748
Barnet,Chipping Barnet,2020-02,Compact disc,262
Barnet,Chipping Barnet,2020-02,DVD certificate 12,22
Barnet,Chipping Barnet,2020-02,DVD certificate 15,24
Barnet,Chipping Barnet,2020-02,DVD certificate 18+,8
Barnet,Chipping Barnet,2020-02,DVD certificate PG,11
Barnet,Chipping Barnet,2020-02,DVD certificate U,33
Barnet,Chipping Barnet,2020-02,DVD certificate exempt,1
Barnet,Chipping Barnet,2020-02,Electronic devices,4
Barnet,Chipping Barnet,2020-02,Language learning,2
Barnet,Chipping Barnet,2020-02,Large print adult fiction,104
Barnet,Chipping Barnet,2020-02,Large print adult non fiction,21
Barnet,Chipping Barnet,2020-02,Large print children's fiction,3
Barnet,Chipping Barnet,2020-02,Music score,10
Barnet,Chipping Barnet,2020-02,Playset,2
Barnet,Chipping Barnet,2020-02,Teenage fiction,397
Barnet,Chipping Barnet,2020-02,Teenage non fiction,175
Barnet,Colindale,2020-02,Adult audiobook,20
Barnet,Colindale,2020-02,Adult fiction,627
Barnet,Colindale,2020-02,Adult non fiction,657
Barnet,Colindale,2020-02,Children's fiction,2227
Barnet,Colindale,2020-02,Children's non fiction,335
Barnet,Colindale,2020-02,DVD certificate 12,7
Barnet,Colindale,2020-02,DVD certificate 15,3
Barnet,Colindale,2020-02,DVD certificate PG,8
Barnet,Colindale,2020-02,DVD certificate U,2
Barnet,Colindale,2020-02,Electronic devices,1
Barnet,Colindale,2020-02,Language learning,1
Barnet,Colindale,2020-02,Large print adult fiction,13
Barnet,Colindale,2020-02,Large print adult non fiction,3
Barnet,Colindale,2020-02,Teenage fiction,119
Barnet,Colindale,2020-02,Teenage non fiction,85
Barnet,Customer Services Organisation,2020-02,Adult audiobook,2
Barnet,Customer Services Organisation,2020-02,Adult fiction,101
Barnet,Customer Services Organisation,2020-02,Adult non fiction,96
Barnet,Customer Services Organisation,2020-02,Children's fiction,59
Barnet,Customer Services Organisation,2020-02,Children's non fiction,15
Barnet,Customer Services Organisation,2020-02,Large print adult fiction,3
Barnet,Customer Services Organisation,2020-02,Large print adult non fiction,1
Barnet,Customer Services Organisation,2020-02,Large print children's fiction,1
Barnet,East Finchley,2020-02,Adult audiobook,25
Barnet,East Finchley,2020-02,Adult fiction,757
Barnet,East Finchley,2020-02,Adult non fiction,716
Barnet,East Finchley,2020-02,Children's fiction,2155
Barnet,East Finchley,2020-02,Children's non fiction,376
Barnet,East Finchley,2020-02,Compact disc,73
Barnet,East Finchley,2020-02,DVD certificate 12,5
Barnet,East Finchley,2020-02,DVD certificate 15,6
Barnet,East Finchley,2020-02,DVD certificate 18+,2
Barnet,East Finchley,2020-02,DVD certificate PG,2
Barnet,East Finchley,2020-02,DVD certificate U,8
Barnet,East Finchley,2020-02,Language learning,2
Barnet,East Finchley,2020-02,Large print adult fiction,6
Barnet,East Finchley,2020-02,Music score,3
Barnet,East Finchley,2020-02,Teenage fiction,123
Barnet,East Finchley,2020-02,Teenage non fiction,74
Barnet,Edgware,2020-02,Adult audiobook,26
Barnet,Edgware,2020-02,Adult fiction,2165
Barnet,Edgware,2020-02,Adult non fiction,1406
Barnet,Edgware,2020-02,Children's fiction,3557
Barnet,Edgware,2020-02,Children's non fiction,499
Barnet,Edgware,2020-02,Compact disc,16
Barnet,Edgware,2020-02,DVD certificate 12,22
Barnet,Edgware,2020-02,DVD certificate 15,8
Barnet,Edgware,2020-02,DVD certificate 18+,3
Barnet,Edgware,2020-02,DVD certificate PG,1
Barnet,Edgware,2020-02,DVD certificate U,21
Barnet,Edgware,2020-02,Language learning,3
Barnet,Edgware,2020-02,Large print adult fiction,34
Barnet,Edgware,2020-02,Large print adult non fiction,2
Barnet,Edgware,2020-02,Large print children's fiction,1
Barnet,Edgware,2020-02,Playset,7
Barnet,Edgware,2020-02,Teenage fiction,303
Barnet,Edgware,2020-02,Teenage non fiction,129
Barnet,Edgware,2020-02,Vocal score sets,129
Barnet,Finchley Church End,2020-02,Adult audiobook,33
Barnet,Finchley Church End,2020-02,Adult fiction,2655
Barnet,Finchley Church End,2020-02,Adult non fiction,1966
Barnet,Finchley Church End,2020-02,Children's fiction,5157
Barnet,Finchley Church End,2020-02,Children's non fiction,703
Barnet,Finchley Church End,2020-02,Compact disc,7
Barnet,Finchley Church End,2020-02,DVD certificate 12,15
Barnet,Finchley Church End,2020-02,DVD certificate 15,15
Barnet,Finchley Church End,2020-02,DVD certificate 18+,1
Barnet,Finchley Church End,2020-02,DVD certificate PG,5
Barnet,Finchley Church End,2020-02,DVD certificate U,18
Barnet,Finchley Church End,2020-02,DVD certificate exempt,2
Barnet,Finchley Church End,2020-02,Electronic devices,2
Barnet,Finchley Church End,2020-02,Language learning,11
Barnet,Finchley Church End,2020-02,Large print adult fiction,64
Barnet,Finchley Church End,2020-02,Large print adult non fiction,9
Barnet,Finchley Church End,2020-02,Large print children's fiction,1
Barnet,Finchley Church End,2020-02,Music score,30
Barnet,Finchley Church End,2020-02,Playset,10
Barnet,Finchley Church End,2020-02,Teenage fiction,587
Barnet,Finchley Church End,2020-02,Teenage non fiction,124
Barnet,Golders Green,2020-02,Adult audiobook,10
Barnet,Golders Green,2020-02,Adult fiction,1288
Barnet,Golders Green,2020-02,Adult non fiction,709
Barnet,Golders Green,2020-02,Children's fiction,3528
Barnet,Golders Green,2020-02,Children's non fiction,270
Barnet,Golders Green,2020-02,Compact disc,5
Barnet,Golders Green,2020-02,DVD certificate 12,4
Barnet,Golders Green,2020-02,DVD certificate 15,10
Barnet,Golders Green,2020-02,DVD certificate 18+,2
Barnet,Golders Green,2020-02,DVD certificate PG,2
Barnet,Golders Green,2020-02,DVD certificate U,14
Barnet,Golders Green,2020-02,Large print adult fiction,49
Barnet,Golders Green,2020-02,Large print adult non fiction,7
Barnet,Golders Green,2020-02,Teenage fiction,243
Barnet,Golders Green,2020-02,Teenage non fiction,66
Barnet,Hendon,2020-02,Adult audiobook,26
Barnet,Hendon,2020-02,Adult fiction,1227
Barnet,Hendon,2020-02,Adult non fiction,790
Barnet,Hendon,2020-02,Children's fiction,2786
Barnet,Hendon,2020-02,Children's non fiction,414
Barnet,Hendon,2020-02,Compact disc,4
Barnet,Hendon,2020-02,DVD certificate 12,16
Barnet,Hendon,2020-02,DVD certificate 15,5
Barnet,Hendon,2020-02,DVD certificate 18+,2
Barnet,Hendon,2020-02,DVD certificate U,12
Barnet,Hendon,2020-02,Electronic devices,3
Barnet,Hendon,2020-02,Language learning,6
Barnet,Hendon,2020-02,Large print adult fiction,16
Barnet,Hendon,2020-02,Large print adult non fiction,1
Barnet,Hendon,2020-02,Large print children's fiction,2
Barnet,Hendon,2020-02,Music score,4
Barnet,Hendon,2020-02,SLS Fiction,2
Barnet,Hendon,2020-02,Teenage fiction,178
Barnet,Hendon,2020-02,Teenage non fiction,125
Barnet,Home Library Service,2020-02,Adult audiobook,167
Barnet,Home Library Service,2020-02,Adult fiction,482
Barnet,Home Library Service,2020-02,Adult non fiction,154
Barnet,Home Library Service,2020-02,Barnet Book Club,3
Barnet,Home Library Service,2020-02,Children's fiction,26
Barnet,Home Library Service,2020-02,Children's non fiction,2
Barnet,Home Library Service,2020-02,Compact disc,29
Barnet,Home Library Service,2020-02,DVD certificate 12,2
Barnet,Home Library Service,2020-02,DVD certificate 15,2
Barnet,Home Library Service,2020-02,DVD certificate U,1
Barnet,Home Library Service,2020-02,Large print adult fiction,967
Barnet,Home Library Service,2020-02,Large print adult non fiction,40
Barnet,Home Library Service,2020-02,Teenage fiction,1
Barnet,Home Library Service,2020-02,Teenage non fiction,1
Barnet,Mill Hill,2020-02,Adult audiobook,2
Barnet,Mill Hill,2020-02,Adult fiction,405
Barnet,Mill Hill,2020-02,Adult non fiction,305
Barnet,Mill Hill,2020-02,Children's fiction,1335
Barnet,Mill Hill,2020-02,Children's non fiction,236
Barnet,Mill Hill,2020-02,DVD certificate 12,3
Barnet,Mill Hill,2020-02,DVD certificate U,1
Barnet,Mill Hill,2020-02,Large print adult fiction,16
Barnet,Mill Hill,2020-02,Large print adult non fiction,1
Barnet,Mill Hill,2020-02,Large print children's fiction,2
Barnet,Mill Hill,2020-02,Playset,9
Barnet,Mill Hill,2020-02,Teenage fiction,45
Barnet,Mill Hill,2020-02,Teenage non fiction,31
Barnet,Mobile Library,2020-02,Adult audiobook,7
Barnet,Mobile Library,2020-02,Adult fiction,111
Barnet,Mobile Library,2020-02,Adult non fiction,50
Barnet,Mobile Library,2020-02,Children's fiction,762
Barnet,Mobile Library,2020-02,Children's non fiction,39
Barnet,Mobile Library,2020-02,DVD certificate 12,2
Barnet,Mobile Library,2020-02,DVD certificate U,2
Barnet,Mobile Library,2020-02,Large print adult fiction,12
Barnet,Mobile Library,2020-02,Teenage fiction,35
Barnet,Mobile Library,2020-02,Teenage non fiction,8
Barnet,New Barnet library,2020-02,Adult audiobook,21
Barnet,New Barnet library,2020-02,Adult fiction,552
Barnet,New Barnet library,2020-02,Adult non fiction,437
Barnet,New Barnet library,2020-02,Adult reference,1
Barnet,New Barnet library,2020-02,Barnet Book Club,1
Barnet,New Barnet library,2020-02,Children's fiction,2295
Barnet,New Barnet library,2020-02,Children's non fiction,283
Barnet,New Barnet library,2020-02,Children's reference,1
Barnet,New Barnet library,2020-02,DVD certificate 12,2
Barnet,New Barnet library,2020-02,DVD certificate 15,2
Barnet,New Barnet library,2020-02,DVD certificate PG,1
Barnet,New Barnet library,2020-02,DVD certificate U,26
Barnet,New Barnet library,2020-02,Language learning,1
Barnet,New Barnet library,2020-02,Large print adult fiction,19
Barnet,New Barnet library,2020-02,Large print adult non fiction,8
Barnet,New Barnet library,2020-02,Teenage fiction,91
Barnet,New Barnet library,2020-02,Teenage non fiction,91
Barnet,North Finchley,2020-02,Adult audiobook,47
Barnet,North Finchley,2020-02,Adult fiction,1464
Barnet,North Finchley,2020-02,Adult non fiction,1105
Barnet,North Finchley,2020-02,Adult reference,2
Barnet,North Finchley,2020-02,Children's fiction,3159
Barnet,North Finchley,2020-02,Children's non fiction,325
Barnet,North Finchley,2020-02,Compact disc,16
Barnet,North Finchley,2020-02,DVD certificate 12,10
Barnet,North Finchley,2020-02,DVD certificate 15,8
Barnet,North Finchley,2020-02,DVD certificate U,6
Barnet,North Finchley,2020-02,Language learning,1
Barnet,North Finchley,2020-02,Large print adult fiction,21
Barnet,North Finchley,2020-02,Large print adult non fiction,6
Barnet,North Finchley,2020-02,Music score,6
Barnet,North Finchley,2020-02,Teenage fiction,151
Barnet,North Finchley,2020-02,Teenage non fiction,89
Barnet,Online,2020-02,eaudio,2416
Barnet,Online,2020-02,ebooks,3615
Barnet,Online,2020-02,ecomics,27
Barnet,Online,2020-02,emagazines and enewspapers,14871
Barnet,Osidge,2020-02,Adult audiobook,108
Barnet,Osidge,2020-02,Adult fiction,743
Barnet,Osidge,2020-02,Adult non fiction,628
Barnet,Osidge,2020-02,Adult reference,1
Barnet,Osidge,2020-02,Children's fiction,1724
Barnet,Osidge,2020-02,Children's non fiction,226
Barnet,Osidge,2020-02,Compact disc,4
Barnet,Osidge,2020-02,DVD certificate 12,2
Barnet,Osidge,2020-02,DVD certificate 15,5
Barnet,Osidge,2020-02,DVD certificate PG,2
Barnet,Osidge,2020-02,DVD certificate U,5
Barnet,Osidge,2020-02,Electronic devices,2
Barnet,Osidge,2020-02,Language learning,2
Barnet,Osidge,2020-02,Large print adult fiction,26
Barnet,Osidge,2020-02,Large print adult non fiction,1
Barnet,Osidge,2020-02,Teenage fiction,101
Barnet,Osidge,2020-02,Teenage non fiction,126
Barnet,Schools Library Resources Service,2020-02,SLS Artefact,68
Barnet,Schools Library Resources Service,2020-02,SLS DVD,20
Barnet,Schools Library Resources Service,2020-02,SLS Fiction,1254
Barnet,Schools Library Resources Service,2020-02,SLS Map,1
Barnet,Schools Library Resources Service,2020-02,SLS Non Fiction,4596
Barnet,Schools Library Resources Service,2020-02,SLS Picture,216
Barnet,Schools Library Resources Service,2020-02,SLS Poster,92
Barnet,Schools Library Resources Service,2020-02,SLS Resource Pack,7
Barnet,South Friern,2020-02,Adult audiobook,21
Barnet,South Friern,2020-02,Adult fiction,203
Barnet,South Friern,2020-02,Adult non fiction,233
Barnet,South Friern,2020-02,Children's fiction,1033
Barnet,South Friern,2020-02,Children's non fiction,90
Barnet,South Friern,2020-02,Compact disc,2
Barnet,South Friern,2020-02,DVD certificate 12,3
Barnet,South Friern,2020-02,DVD certificate PG,2
Barnet,South Friern,2020-02,DVD certificate U,18
Barnet,South Friern,2020-02,Language learning,6
Barnet,South Friern,2020-02,Large print adult fiction,3
Barnet,South Friern,2020-02,Teenage fiction,26
Barnet,South Friern,2020-02,Teenage non fiction,2
Barnet,Barnet Book Club,2020-03,Adult audiobook,13
Barnet,Barnet Book Club,2020-03,Adult fiction,18
Barnet,Barnet Book Club,2020-03,Adult non fiction,19
Barnet,Barnet Book Club,2020-03,Barnet Book Club,121
Barnet,Barnet Book Club,2020-03,Children's fiction,32
Barnet,Barnet Book Club,2020-03,Children's non fiction,5
Barnet,Bibliographic Services,2020-03,Adult fiction,4
Barnet,Bibliographic Services,2020-03,Adult non fiction,7
Barnet,Bibliographic Services,2020-03,Children's fiction,22
Barnet,Bibliographic Services,2020-03,Children's non fiction,1
Barnet,Burnt Oak,2020-03,Adult audiobook,2
Barnet,Burnt Oak,2020-03,Adult fiction,241
Barnet,Burnt Oak,2020-03,Adult non fiction,258
Barnet,Burnt Oak,2020-03,Children's fiction,714
Barnet,Burnt Oak,2020-03,Children's non fiction,82
Barnet,Burnt Oak,2020-03,Compact disc,1
Barnet,Burnt Oak,2020-03,DVD certificate 12,3
Barnet,Burnt Oak,2020-03,DVD certificate 15,3
Barnet,Burnt Oak,2020-03,DVD certificate 18+,1
Barnet,Burnt Oak,2020-03,DVD certificate PG,7
Barnet,Burnt Oak,2020-03,DVD certificate U,8
Barnet,Burnt Oak,2020-03,Electronic devices,2
Barnet,Burnt Oak,2020-03,Language learning,1
Barnet,Burnt Oak,2020-03,Large print adult fiction,17
Barnet,Burnt Oak,2020-03,Large print adult non fiction,1
Barnet,Burnt Oak,2020-03,Teenage fiction,57
Barnet,Burnt Oak,2020-03,Teenage non fiction,27
Barnet,Childs Hill,2020-03,Adult fiction,133
Barnet,Childs Hill,2020-03,Adult non fiction,94
Barnet,Childs Hill,2020-03,Children's fiction,530
Barnet,Childs Hill,2020-03,Children's non fiction,36
Barnet,Childs Hill,2020-03,Compact disc,6
Barnet,Childs Hill,2020-03,DVD certificate PG,4
Barnet,Childs Hill,2020-03,Electronic devices,1
Barnet,Childs Hill,2020-03,Language learning,1
Barnet,Childs Hill,2020-03,Large print adult fiction,2
Barnet,Childs Hill,2020-03,Large print children's fiction,2
Barnet,Childs Hill,2020-03,Playset,19
Barnet,Childs Hill,2020-03,Teenage fiction,26
Barnet,Childs Hill,2020-03,Teenage non fiction,16
Barnet,Chipping Barnet,2020-03,Adult audiobook,69
Barnet,Chipping Barnet,2020-03,Adult fiction,2536
Barnet,Chipping Barnet,2020-03,Adult non fiction,1363
Barnet,Chipping Barnet,2020-03,Barnet Book Club,46
Barnet,Chipping Barnet,2020-03,Children's audiobook,17
Barnet,Chipping Barnet,2020-03,Children's fiction,4093
Barnet,Chipping Barnet,2020-03,Children's non fiction,609
Barnet,Chipping Barnet,2020-03,Children's reference,1
Barnet,Chipping Barnet,2020-03,Compact disc,118
Barnet,Chipping Barnet,2020-03,DVD certificate 12,18
Barnet,Chipping Barnet,2020-03,DVD certificate 15,14
Barnet,Chipping Barnet,2020-03,DVD certificate 18+,4
Barnet,Chipping Barnet,2020-03,DVD certificate PG,9
Barnet,Chipping Barnet,2020-03,DVD certificate U,31
